Census,School,Category,Year,Students
07-Aug-15,Jervis Bay School,Gov,Year 3,8
07-Aug-15,Jervis Bay School,Gov,Year 4,9
07-Aug-15,Jervis Bay School,Gov,Year 5,4
07-Aug-15,Jervis Bay School,Gov,Year 6,5
07-Aug-15,Kaleen Primary School,Gov,Kindergarten,78
07-Aug-15,Kaleen Primary School,Gov,Preschool,99
07-Aug-15,Kaleen Primary School,Gov,Year 1,73
07-Aug-15,Kaleen Primary School,Gov,Year 2,80
07-Aug-15,Kaleen Primary School,Gov,Year 3,77
07-Aug-15,Kaleen Primary School,Gov,Year 4,73
07-Aug-15,Kaleen Primary School,Gov,Year 5,75
07-Aug-15,Kaleen Primary School,Gov,Year 6,51
07-Aug-15,Kingsford Smith School,Gov,Kindergarten,73
07-Aug-15,Kingsford Smith School,Gov,Preschool,99
07-Aug-15,Kingsford Smith School,Gov,Year 1,73
07-Aug-15,Kingsford Smith School,Gov,Year 10,95
07-Aug-15,Kingsford Smith School,Gov,Year 2,70
07-Aug-15,Kingsford Smith School,Gov,Year 3,64
07-Aug-15,Kingsford Smith School,Gov,Year 4,64
07-Aug-15,Kingsford Smith School,Gov,Year 5,65
07-Aug-15,Kingsford Smith School,Gov,Year 6,64
07-Aug-15,Kingsford Smith School,Gov,Year 7,77
07-Aug-15,Kingsford Smith School,Gov,Year 8,82
07-Aug-15,Kingsford Smith School,Gov,Year 9,81
07-Aug-15,Koori Preschool,Gov,Preschool,90
07-Aug-15,Lake Tuggeranong College,Gov,Year 10,8
07-Aug-15,Lake Tuggeranong College,Gov,Year 11,447
07-Aug-15,Lake Tuggeranong College,Gov,Year 12,360
07-Aug-15,Lake Tuggeranong College,Gov,Year 9,3
07-Aug-15,Lanyon High School,Gov,Year 10,97
07-Aug-15,Lanyon High School,Gov,Year 7,69
07-Aug-15,Lanyon High School,Gov,Year 8,94
07-Aug-15,Lanyon High School,Gov,Year 9,94
07-Aug-15,Latham Primary School,Gov,Kindergarten,46
07-Aug-15,Latham Primary School,Gov,Preschool,50
07-Aug-15,Latham Primary School,Gov,Year 1,42
07-Aug-15,Latham Primary School,Gov,Year 2,47
07-Aug-15,Latham Primary School,Gov,Year 3,40
07-Aug-15,Latham Primary School,Gov,Year 4,45
07-Aug-15,Latham Primary School,Gov,Year 5,30
07-Aug-15,Latham Primary School,Gov,Year 6,36
07-Aug-15,Lyneham High School,Gov,Year 10,259
07-Aug-15,Lyneham High School,Gov,Year 7,265
07-Aug-15,Lyneham High School,Gov,Year 8,255
07-Aug-15,Lyneham High School,Gov,Year 9,269
07-Aug-15,Lyneham Primary School,Gov,Kindergarten,67
07-Aug-15,Lyneham Primary School,Gov,Preschool,75
07-Aug-15,Lyneham Primary School,Gov,Year 1,57
07-Aug-15,Lyneham Primary School,Gov,Year 2,52
07-Aug-15,Lyneham Primary School,Gov,Year 3,50
07-Aug-15,Lyneham Primary School,Gov,Year 4,73
07-Aug-15,Lyneham Primary School,Gov,Year 5,55
07-Aug-15,Lyneham Primary School,Gov,Year 6,61
07-Aug-15,Lyons Early Childhood School,Gov,Kindergarten,45
07-Aug-15,Lyons Early Childhood School,Gov,Preschool,64
07-Aug-15,Lyons Early Childhood School,Gov,Year 1,34
07-Aug-15,Lyons Early Childhood School,Gov,Year 2,27
07-Aug-15,Macgregor Primary School,Gov,Kindergarten,91
07-Aug-15,Macgregor Primary School,Gov,Preschool,90
07-Aug-15,Macgregor Primary School,Gov,Year 1,62
07-Aug-15,Macgregor Primary School,Gov,Year 2,69
07-Aug-15,Macgregor Primary School,Gov,Year 3,78
07-Aug-15,Macgregor Primary School,Gov,Year 4,49
07-Aug-15,Macgregor Primary School,Gov,Year 5,55
07-Aug-15,Macgregor Primary School,Gov,Year 6,40
07-Aug-15,Macquarie Primary School,Gov,Kindergarten,53
07-Aug-15,Macquarie Primary School,Gov,Preschool,50
07-Aug-15,Macquarie Primary School,Gov,Year 1,37
07-Aug-15,Macquarie Primary School,Gov,Year 2,52
07-Aug-15,Macquarie Primary School,Gov,Year 3,53
07-Aug-15,Macquarie Primary School,Gov,Year 4,52
07-Aug-15,Macquarie Primary School,Gov,Year 5,39
07-Aug-15,Macquarie Primary School,Gov,Year 6,49
07-Aug-15,Majura Primary School,Gov,Kindergarten,78
07-Aug-15,Majura Primary School,Gov,Preschool,85
07-Aug-15,Majura Primary School,Gov,Year 1,79
07-Aug-15,Majura Primary School,Gov,Year 2,66
07-Aug-15,Majura Primary School,Gov,Year 3,72
07-Aug-15,Majura Primary School,Gov,Year 4,69
07-Aug-15,Majura Primary School,Gov,Year 5,73
07-Aug-15,Majura Primary School,Gov,Year 6,66
07-Aug-15,Malkara School,Gov,Kindergarten,12
07-Aug-15,Malkara School,Gov,Preschool,20
07-Aug-15,Malkara School,Gov,Year 1,4
07-Aug-15,Malkara School,Gov,Year 2,7
07-Aug-15,Malkara School,Gov,Year 3,14
07-Aug-15,Malkara School,Gov,Year 4,10
07-Aug-15,Malkara School,Gov,Year 5,14
07-Aug-15,Malkara School,Gov,Year 6,5
07-Aug-15,Maribyrnong Primary School,Gov,Kindergarten,51
07-Aug-15,Maribyrnong Primary School,Gov,Preschool,68
07-Aug-15,Maribyrnong Primary School,Gov,Year 1,55
07-Aug-15,Maribyrnong Primary School,Gov,Year 2,30
07-Aug-15,Maribyrnong Primary School,Gov,Year 3,44
07-Aug-15,Maribyrnong Primary School,Gov,Year 4,35
07-Aug-15,Maribyrnong Primary School,Gov,Year 5,30
07-Aug-15,Maribyrnong Primary School,Gov,Year 6,36
07-Aug-15,Mawson Primary School,Gov,Kindergarten,52
07-Aug-15,Mawson Primary School,Gov,Preschool,50
07-Aug-15,Mawson Primary School,Gov,Year 1,61
07-Aug-15,Mawson Primary School,Gov,Year 2,45
07-Aug-15,Mawson Primary School,Gov,Year 3,40
07-Aug-15,Mawson Primary School,Gov,Year 4,39
07-Aug-15,Mawson Primary School,Gov,Year 5,38
07-Aug-15,Mawson Primary School,Gov,Year 6,28
07-Aug-15,Melba Copland Secondary School,Gov,Year 10,107
07-Aug-15,Melba Copland Secondary School,Gov,Year 11,87
07-Aug-15,Melba Copland Secondary School,Gov,Year 12,75
07-Aug-15,Melba Copland Secondary School,Gov,Year 7,102
07-Aug-15,Melba Copland Secondary School,Gov,Year 8,78
07-Aug-15,Melba Copland Secondary School,Gov,Year 9,98
07-Aug-15,Melrose High School,Gov,Year 10,175
07-Aug-15,Melrose High School,Gov,Year 7,183
07-Aug-15,Melrose High School,Gov,Year 8,153
07-Aug-15,Melrose High School,Gov,Year 9,196
07-Aug-15,Miles Franklin Primary School,Gov,Kindergarten,70
07-Aug-15,Miles Franklin Primary School,Gov,Preschool,75
07-Aug-15,Miles Franklin Primary School,Gov,Year 1,73
07-Aug-15,Miles Franklin Primary School,Gov,Year 2,69
07-Aug-15,Miles Franklin Primary School,Gov,Year 3,55
07-Aug-15,Miles Franklin Primary School,Gov,Year 4,53
07-Aug-15,Miles Franklin Primary School,Gov,Year 5,52
07-Aug-15,Miles Franklin Primary School,Gov,Year 6,51
07-Aug-15,Monash Primary School,Gov,Kindergarten,60
07-Aug-15,Monash Primary School,Gov,Preschool,62
07-Aug-15,Monash Primary School,Gov,Year 1,69
07-Aug-15,Monash Primary School,Gov,Year 2,47
07-Aug-15,Monash Primary School,Gov,Year 3,64
07-Aug-15,Monash Primary School,Gov,Year 4,57
07-Aug-15,Monash Primary School,Gov,Year 5,39
07-Aug-15,Monash Primary School,Gov,Year 6,66
07-Aug-15,Mount Rogers Primary School,Gov,Kindergarten,61
07-Aug-15,Mount Rogers Primary School,Gov,Preschool,118
07-Aug-15,Mount Rogers Primary School,Gov,Year 1,57
07-Aug-15,Mount Rogers Primary School,Gov,Year 2,66
07-Aug-15,Mount Rogers Primary School,Gov,Year 3,49
07-Aug-15,Mount Rogers Primary School,Gov,Year 4,54
07-Aug-15,Mount Rogers Primary School,Gov,Year 5,39
07-Aug-15,Mount Rogers Primary School,Gov,Year 6,47
07-Aug-15,Mount Stromlo High School,Gov,Year 10,152
07-Aug-15,Mount Stromlo High School,Gov,Year 7,157
07-Aug-15,Mount Stromlo High School,Gov,Year 8,142
07-Aug-15,Mount Stromlo High School,Gov,Year 9,123
07-Aug-15,Namadgi School,Gov,Kindergarten,42
07-Aug-15,Namadgi School,Gov,Preschool,99
07-Aug-15,Namadgi School,Gov,Year 1,58
07-Aug-15,Namadgi School,Gov,Year 10,67
07-Aug-15,Namadgi School,Gov,Year 2,61
07-Aug-15,Namadgi School,Gov,Year 3,66
07-Aug-15,Namadgi School,Gov,Year 4,62
07-Aug-15,Namadgi School,Gov,Year 5,41
07-Aug-15,Namadgi School,Gov,Year 6,51
07-Aug-15,Namadgi School,Gov,Year 7,43
07-Aug-15,Namadgi School,Gov,Year 8,44
07-Aug-15,Namadgi School,Gov,Year 9,60
07-Aug-15,Narrabundah College,Gov,Year 11,505
07-Aug-15,Narrabundah College,Gov,Year 12,416
07-Aug-15,Narrabundah Early Childhood School,Gov,Kindergarten,26
07-Aug-15,Narrabundah Early Childhood School,Gov,Preschool,73
07-Aug-15,Narrabundah Early Childhood School,Gov,Year 1,21
07-Aug-15,Narrabundah Early Childhood School,Gov,Year 2,13
07-Aug-15,Neville Bonner Primary School,Gov,Kindergarten,96
07-Aug-15,Neville Bonner Primary School,Gov,Preschool,132
07-Aug-15,Neville Bonner Primary School,Gov,Year 1,87
07-Aug-15,Neville Bonner Primary School,Gov,Year 2,67
07-Aug-15,Neville Bonner Primary School,Gov,Year 3,30
07-Aug-15,Neville Bonner Primary School,Gov,Year 4,36
07-Aug-15,Neville Bonner Primary School,Gov,Year 5,33
07-Aug-15,Neville Bonner Primary School,Gov,Year 6,8
07-Aug-15,Ngunnawal Primary School,Gov,Kindergarten,93
07-Aug-15,Ngunnawal Primary School,Gov,Preschool,130
07-Aug-15,Ngunnawal Primary School,Gov,Year 1,80
07-Aug-15,Ngunnawal Primary School,Gov,Year 2,71
07-Aug-15,Ngunnawal Primary School,Gov,Year 3,85
07-Aug-15,Ngunnawal Primary School,Gov,Year 4,87
07-Aug-15,Ngunnawal Primary School,Gov,Year 5,67
07-Aug-15,Ngunnawal Primary School,Gov,Year 6,73
07-Aug-15,North Ainslie Primary School,Gov,Kindergarten,79
07-Aug-15,North Ainslie Primary School,Gov,Preschool,93
07-Aug-15,North Ainslie Primary School,Gov,Year 1,87
07-Aug-15,North Ainslie Primary School,Gov,Year 2,65
07-Aug-15,North Ainslie Primary School,Gov,Year 3,80
07-Aug-15,North Ainslie Primary School,Gov,Year 4,60
07-Aug-15,North Ainslie Primary School,Gov,Year 5,61
07-Aug-15,North Ainslie Primary School,Gov,Year 6,42
07-Aug-15,O'Connor Cooperative School,Gov,Kindergarten,20
07-Aug-15,O'Connor Cooperative School,Gov,Preschool,19
07-Aug-15,O'Connor Cooperative School,Gov,Year 1,19
07-Aug-15,O'Connor Cooperative School,Gov,Year 2,15
07-Aug-15,Palmerston District Primary School,Gov,Kindergarten,94
07-Aug-15,Palmerston District Primary School,Gov,Preschool,99
07-Aug-15,Palmerston District Primary School,Gov,Year 1,72
07-Aug-15,Palmerston District Primary School,Gov,Year 2,65
07-Aug-15,Palmerston District Primary School,Gov,Year 3,56
07-Aug-15,Palmerston District Primary School,Gov,Year 4,43
07-Aug-15,Palmerston District Primary School,Gov,Year 5,50
07-Aug-15,Palmerston District Primary School,Gov,Year 6,42
07-Aug-15,Red Hill Primary School,Gov,Kindergarten,72
07-Aug-15,Red Hill Primary School,Gov,Preschool,83
07-Aug-15,Red Hill Primary School,Gov,Year 1,72
07-Aug-15,Red Hill Primary School,Gov,Year 2,93
07-Aug-15,Red Hill Primary School,Gov,Year 3,94
07-Aug-15,Red Hill Primary School,Gov,Year 4,91
07-Aug-15,Red Hill Primary School,Gov,Year 5,85
07-Aug-15,Red Hill Primary School,Gov,Year 6,74
07-Aug-15,Richardson Primary School,Gov,Kindergarten,16
07-Aug-15,Richardson Primary School,Gov,Preschool,40
07-Aug-15,Richardson Primary School,Gov,Year 1,20
07-Aug-15,Richardson Primary School,Gov,Year 2,25
07-Aug-15,Richardson Primary School,Gov,Year 3,19
07-Aug-15,Richardson Primary School,Gov,Year 4,21
07-Aug-15,Richardson Primary School,Gov,Year 5,26
07-Aug-15,Richardson Primary School,Gov,Year 6,18
07-Aug-15,Southern Cross Early Childhood School,Gov,Kindergarten,51
07-Aug-15,Southern Cross Early Childhood School,Gov,Preschool,89
07-Aug-15,Southern Cross Early Childhood School,Gov,Year 1,48
07-Aug-15,Southern Cross Early Childhood School,Gov,Year 2,24
07-Aug-15,Taylor Primary School,Gov,Kindergarten,39
07-Aug-15,Taylor Primary School,Gov,Preschool,70
07-Aug-15,Taylor Primary School,Gov,Year 1,28
07-Aug-15,Taylor Primary School,Gov,Year 2,30
07-Aug-15,Taylor Primary School,Gov,Year 3,21
07-Aug-15,Taylor Primary School,Gov,Year 4,28
07-Aug-15,Taylor Primary School,Gov,Year 5,26
07-Aug-15,Taylor Primary School,Gov,Year 6,27
07-Aug-15,Telopea Park School,Gov,Kindergarten,87
07-Aug-15,Telopea Park School,Gov,Year 1,80
07-Aug-15,Telopea Park School,Gov,Year 10,198
07-Aug-15,Telopea Park School,Gov,Year 2,68
07-Aug-15,Telopea Park School,Gov,Year 3,68
07-Aug-15,Telopea Park School,Gov,Year 4,67
07-Aug-15,Telopea Park School,Gov,Year 5,43
07-Aug-15,Telopea Park School,Gov,Year 6,52
07-Aug-15,Telopea Park School,Gov,Year 7,194
07-Aug-15,Telopea Park School,Gov,Year 8,215
07-Aug-15,Telopea Park School,Gov,Year 9,204
07-Aug-15,Theodore Primary School,Gov,Kindergarten,42
07-Aug-15,Theodore Primary School,Gov,Preschool,66
07-Aug-15,Theodore Primary School,Gov,Year 1,28
07-Aug-15,Theodore Primary School,Gov,Year 2,31
07-Aug-15,Theodore Primary School,Gov,Year 3,43
07-Aug-15,Theodore Primary School,Gov,Year 4,34
07-Aug-15,Theodore Primary School,Gov,Year 5,38
07-Aug-15,Theodore Primary School,Gov,Year 6,32
07-Aug-15,Torrens Primary School,Gov,Kindergarten,67
07-Aug-15,Torrens Primary School,Gov,Preschool,92
07-Aug-15,Torrens Primary School,Gov,Year 1,52
07-Aug-15,Torrens Primary School,Gov,Year 2,57
07-Aug-15,Torrens Primary School,Gov,Year 3,62
07-Aug-15,Torrens Primary School,Gov,Year 4,59
07-Aug-15,Torrens Primary School,Gov,Year 5,60
07-Aug-15,Torrens Primary School,Gov,Year 6,58
07-Aug-15,Turner School,Gov,Kindergarten,63
07-Aug-15,Turner School,Gov,Preschool,58
07-Aug-15,Turner School,Gov,Year 1,68
07-Aug-15,Turner School,Gov,Year 2,83
07-Aug-15,Turner School,Gov,Year 3,63
07-Aug-15,Turner School,Gov,Year 4,85
07-Aug-15,Turner School,Gov,Year 5,68
07-Aug-15,Turner School,Gov,Year 6,73
07-Aug-15,University of Canberra High School Kaleen,Gov,Year 10,54
07-Aug-15,University of Canberra High School Kaleen,Gov,Year 7,79
07-Aug-15,University of Canberra High School Kaleen,Gov,Year 8,50
07-Aug-15,University of Canberra High School Kaleen,Gov,Year 9,55
07-Aug-15,University of Canberra Senior Secondary College Lake Ginninderra,Gov,Year 10,10
07-Aug-15,University of Canberra Senior Secondary College Lake Ginninderra,Gov,Year 11,311
07-Aug-15,University of Canberra Senior Secondary College Lake Ginninderra,Gov,Year 12,234
07-Aug-15,University of Canberra Senior Secondary College Lake Ginninderra,Gov,Year 9,1
07-Aug-15,Wanniassa Hills Primary School,Gov,Kindergarten,49
07-Aug-15,Wanniassa Hills Primary School,Gov,Preschool,87
07-Aug-15,Wanniassa Hills Primary School,Gov,Year 1,39
07-Aug-15,Wanniassa Hills Primary School,Gov,Year 2,46
07-Aug-15,Wanniassa Hills Primary School,Gov,Year 3,44
07-Aug-15,Wanniassa Hills Primary School,Gov,Year 4,53
07-Aug-15,Wanniassa Hills Primary School,Gov,Year 5,37
07-Aug-15,Wanniassa Hills Primary School,Gov,Year 6,50
07-Aug-15,Wanniassa School,Gov,Kindergarten,31
07-Aug-15,Wanniassa School,Gov,Preschool,50
07-Aug-15,Wanniassa School,Gov,Year 1,37
07-Aug-15,Wanniassa School,Gov,Year 10,51
07-Aug-15,Wanniassa School,Gov,Year 2,29
07-Aug-15,Wanniassa School,Gov,Year 3,32
07-Aug-15,Wanniassa School,Gov,Year 4,30
07-Aug-15,Wanniassa School,Gov,Year 5,32
07-Aug-15,Wanniassa School,Gov,Year 6,27
07-Aug-15,Wanniassa School,Gov,Year 7,55
07-Aug-15,Wanniassa School,Gov,Year 8,36
07-Aug-15,Wanniassa School,Gov,Year 9,62
07-Aug-15,Weetangera Primary School,Gov,Kindergarten,40
07-Aug-15,Weetangera Primary School,Gov,Preschool,46
07-Aug-15,Weetangera Primary School,Gov,Year 1,49
07-Aug-15,Weetangera Primary School,Gov,Year 2,57
07-Aug-15,Weetangera Primary School,Gov,Year 3,61
07-Aug-15,Weetangera Primary School,Gov,Year 4,63
07-Aug-15,Weetangera Primary School,Gov,Year 5,49
07-Aug-15,Weetangera Primary School,Gov,Year 6,64
07-Aug-15,The Woden School,Gov,Year 10,16
07-Aug-15,The Woden School,Gov,Year 11,14
07-Aug-15,The Woden School,Gov,Year 12,6
07-Aug-15,The Woden School,Gov,Year 7,13
07-Aug-15,The Woden School,Gov,Year 8,23
07-Aug-15,The Woden School,Gov,Year 9,26
07-Aug-15,Yarralumla Primary School,Gov,Kindergarten,61
07-Aug-15,Yarralumla Primary School,Gov,Preschool,87
07-Aug-15,Yarralumla Primary School,Gov,Year 1,57
07-Aug-15,Yarralumla Primary School,Gov,Year 2,42
07-Aug-15,Yarralumla Primary School,Gov,Year 3,30
07-Aug-15,Yarralumla Primary School,Gov,Year 4,38
07-Aug-15,Yarralumla Primary School,Gov,Year 5,33
07-Aug-15,Yarralumla Primary School,Gov,Year 6,35
18-Feb-15,Ainslie School,Gov,Kindergarten,48
18-Feb-15,Ainslie School,Gov,Preschool,39
18-Feb-15,Ainslie School,Gov,Year 1,52
18-Feb-15,Ainslie School,Gov,Year 2,57
18-Feb-15,Ainslie School,Gov,Year 3,47
18-Feb-15,Ainslie School,Gov,Year 4,50
18-Feb-15,Ainslie School,Gov,Year 5,57
18-Feb-15,Ainslie School,Gov,Year 6,55
18-Feb-15,Alfred Deakin High School,Gov,Year 10,194
18-Feb-15,Alfred Deakin High School,Gov,Year 7,200
18-Feb-15,Alfred Deakin High School,Gov,Year 8,196
18-Feb-15,Alfred Deakin High School,Gov,Year 9,197
18-Feb-15,Amaroo School,Gov,Kindergarten,116
18-Feb-15,Amaroo School,Gov,Preschool,132
18-Feb-15,Amaroo School,Gov,Year 1,118
18-Feb-15,Amaroo School,Gov,Year 10,146
18-Feb-15,Amaroo School,Gov,Year 2,145
18-Feb-15,Amaroo School,Gov,Year 3,148
18-Feb-15,Amaroo School,Gov,Year 4,122
18-Feb-15,Amaroo School,Gov,Year 5,150
18-Feb-15,Amaroo School,Gov,Year 6,167
18-Feb-15,Amaroo School,Gov,Year 7,160
18-Feb-15,Amaroo School,Gov,Year 8,152
18-Feb-15,Amaroo School,Gov,Year 9,151
18-Feb-15,Aranda Primary School,Gov,Kindergarten,79
18-Feb-15,Aranda Primary School,Gov,Preschool,74
18-Feb-15,Aranda Primary School,Gov,Year 1,83
18-Feb-15,Aranda Primary School,Gov,Year 2,67
18-Feb-15,Aranda Primary School,Gov,Year 3,73
18-Feb-15,Aranda Primary School,Gov,Year 4,54
18-Feb-15,Aranda Primary School,Gov,Year 5,63
18-Feb-15,Aranda Primary School,Gov,Year 6,67
18-Feb-15,Arawang Primary School,Gov,Kindergarten,68
18-Feb-15,Arawang Primary School,Gov,Preschool,86
18-Feb-15,Arawang Primary School,Gov,Year 1,61
18-Feb-15,Arawang Primary School,Gov,Year 2,68
18-Feb-15,Arawang Primary School,Gov,Year 3,42
18-Feb-15,Arawang Primary School,Gov,Year 4,58
18-Feb-15,Arawang Primary School,Gov,Year 5,49
18-Feb-15,Arawang Primary School,Gov,Year 6,47
18-Feb-15,Belconnen High School,Gov,Year 10,95
18-Feb-15,Belconnen High School,Gov,Year 7,83
18-Feb-15,Belconnen High School,Gov,Year 8,92
18-Feb-15,Belconnen High School,Gov,Year 9,83
18-Feb-15,Black Mountain School,Gov,Year 10,20
18-Feb-15,Black Mountain School,Gov,Year 11,7
18-Feb-15,Black Mountain School,Gov,Year 12,28
18-Feb-15,Black Mountain School,Gov,Year 7,10
18-Feb-15,Black Mountain School,Gov,Year 8,13
18-Feb-15,Black Mountain School,Gov,Year 9,18
18-Feb-15,Blue Gum Community School,Non Gov,Kindergarten,15
18-Feb-15,Blue Gum Community School,Non Gov,Preschool,73
18-Feb-15,Blue Gum Community School,Non Gov,Year 1,13
18-Feb-15,Blue Gum Community School,Non Gov,Year 10,7
18-Feb-15,Blue Gum Community School,Non Gov,Year 2,11
18-Feb-15,Blue Gum Community School,Non Gov,Year 3,13
18-Feb-15,Blue Gum Community School,Non Gov,Year 4,13
18-Feb-15,Blue Gum Community School,Non Gov,Year 5,5
18-Feb-15,Blue Gum Community School,Non Gov,Year 6,11
18-Feb-15,Blue Gum Community School,Non Gov,Year 7,4
18-Feb-15,Blue Gum Community School,Non Gov,Year 8,5
18-Feb-15,Blue Gum Community School,Non Gov,Year 9,1
18-Feb-15,Bonython Primary School,Gov,Kindergarten,42
18-Feb-15,Bonython Primary School,Gov,Preschool,50
18-Feb-15,Bonython Primary School,Gov,Year 1,31
18-Feb-15,Bonython Primary School,Gov,Year 2,46
18-Feb-15,Bonython Primary School,Gov,Year 3,39
18-Feb-15,Bonython Primary School,Gov,Year 4,32
18-Feb-15,Bonython Primary School,Gov,Year 5,38
18-Feb-15,Bonython Primary School,Gov,Year 6,32
18-Feb-15,Brindabella Christian College,Non Gov,Kindergarten,59
18-Feb-15,Brindabella Christian College,Non Gov,Year 1,55
18-Feb-15,Brindabella Christian College,Non Gov,Year 10,57
18-Feb-15,Brindabella Christian College,Non Gov,Year 11,27
18-Feb-15,Brindabella Christian College,Non Gov,Year 12,21
18-Feb-15,Brindabella Christian College,Non Gov,Year 2,48
18-Feb-15,Brindabella Christian College,Non Gov,Year 3,52
18-Feb-15,Brindabella Christian College,Non Gov,Year 4,53
18-Feb-15,Brindabella Christian College,Non Gov,Year 5,51
18-Feb-15,Brindabella Christian College,Non Gov,Year 6,53
18-Feb-15,Brindabella Christian College,Non Gov,Year 7,54
18-Feb-15,Brindabella Christian College,Non Gov,Year 8,59
18-Feb-15,Brindabella Christian College,Non Gov,Year 9,55
18-Feb-15,Burgmann Anglican School,Non Gov,Kindergarten,100
18-Feb-15,Burgmann Anglican School,Non Gov,Preschool,88
18-Feb-15,Burgmann Anglican School,Non Gov,Year 1,104
18-Feb-15,Burgmann Anglican School,Non Gov,Year 10,124
18-Feb-15,Burgmann Anglican School,Non Gov,Year 11,110
18-Feb-15,Burgmann Anglican School,Non Gov,Year 12,95
18-Feb-15,Burgmann Anglican School,Non Gov,Year 2,112
18-Feb-15,Burgmann Anglican School,Non Gov,Year 3,111
18-Feb-15,Burgmann Anglican School,Non Gov,Year 4,113
18-Feb-15,Burgmann Anglican School,Non Gov,Year 5,113
18-Feb-15,Burgmann Anglican School,Non Gov,Year 6,114
18-Feb-15,Burgmann Anglican School,Non Gov,Year 7,113
18-Feb-15,Burgmann Anglican School,Non Gov,Year 8,113
18-Feb-15,Burgmann Anglican School,Non Gov,Year 9,123
18-Feb-15,Calwell High School,Gov,Year 10,101
18-Feb-15,Calwell High School,Gov,Year 7,72
18-Feb-15,Calwell High School,Gov,Year 8,80
18-Feb-15,Calwell High School,Gov,Year 9,91
18-Feb-15,Calwell Primary School,Gov,Kindergarten,35
18-Feb-15,Calwell Primary School,Gov,Preschool,67
